case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
265,"A portrait of a man, standing by the beach watching waves","A portrait of an old man, standing by the beach watching waves",man,29068
266,"A portrait of a man, walking along a harbor pier","A portrait of an old man, walking along a harbor pier",man,489
267,"A portrait of a man, holding an umbrella under light rain","A portrait of an old man, holding an umbrella under light rain",man,22333
268,"A portrait of a man, standing near a market stall with fresh flowers","A portrait of an old man, standing near a market stall with fresh flowers",man,540
269,"A portrait of a man, walking past colorful old buildings","A portrait of an old man, walking past colorful old buildings",man,36587
270,"A portrait of a man, crossing a quiet intersection at dawn","A portrait of an old man, crossing a quiet intersection at dawn",man,37996
271,"A portrait of a man, standing beside a stone wall in a village","A portrait of an old man, standing beside a stone wall in a village",man,40384
272,"A portrait of a man, walking through a field of tall grass","A portrait of an old man, walking through a field of tall grass",man,11036
273,"A portrait of a man, gazing at city lights from a high balcony","A portrait of an old man, gazing at city lights from a high balcony",man,16053
274,"A portrait of a man, sitting on steps near an art museum","A portrait of an old man, sitting on steps near an art museum",man,11651
275,"A portrait of a man, standing in front of a vibrant painted mural","A portrait of an old man, standing in front of a vibrant painted mural",man,32809
276,"A portrait of a man, resting on a park bench with dappled sunlight on her face","A portrait of an old man, resting on a park bench with dappled sunlight on her face",man,14060
277,"A portrait of a man, looking up at tall skyscrapers downtown","A portrait of an old man, looking up at tall skyscrapers downtown",man,17000
278,"A portrait of a man, walking by a small cafe on a rainy street","A portrait of an old man, walking by a small cafe on a rainy street",man,36463
279,"A portrait of a man, riding a bicycle through an old alley","A portrait of an old man, riding a bicycle through an old alley",man,48555
280,"A portrait of a man, exploring a bustling weekend market","A portrait of an old man, exploring a bustling weekend market",man,32812
281,"A portrait of a man, standing on a wooden pier over calm water","A portrait of an old man, standing on a wooden pier over calm water",man,20937
282,"A portrait of a man, looking out from a mountain viewpoint","A portrait of an old man, looking out from a mountain viewpoint",man,13830
283,"A portrait of a man, standing by a misty forest path","A portrait of an old man, standing by a misty forest path",man,8528
284,"A portrait of a man, walking along a coastal trail","A portrait of an old man, walking along a coastal trail",man,33525
285,"A portrait of a man, standing near a fountain in a city square","A portrait of an old man, standing near a fountain in a city square",man,11150
286,"A portrait of a man, crossing a stone bridge at sunset","A portrait of an old man, crossing a stone bridge at sunset",man,26247
287,"A portrait of a man, standing under a canopy of blooming cherry trees","A portrait of an old man, standing under a canopy of blooming cherry trees",man,10373
288,"A portrait of a man, walking along abandoned railway tracks in golden light","A portrait of an old man, walking along abandoned railway tracks in golden light",man,31080
289,"A portrait of a man, sitting on a bench in a foggy park","A portrait of an old man, sitting on a bench in a foggy park",man,16416
290,"A portrait of a man, standing near a charming flower shop display","A portrait of an old man, standing near a charming flower shop display",man,8484
291,"A portrait of a man, leaning against a lamppost at night","A portrait of an old man, leaning against a lamppost at night",man,9110
292,"A portrait of a man, walking by a calm lake at sunrise","A portrait of an old man, walking by a calm lake at sunrise",man,5891
293,"A portrait of a man, waiting at a crosswalk in the evening light","A portrait of an old man, waiting at a crosswalk in the evening light",man,26243
294,"A portrait of a man, standing in front of a rustic wooden door","A portrait of an old man, standing in front of a rustic wooden door",man,40839
295,"A portrait of a man, sitting by the beach holding her sandals","A portrait of an old man, sitting by the beach holding her sandals",man,28555
296,"A portrait of a man, gazing at reflections on wet pavement","A portrait of an old man, gazing at reflections on wet pavement",man,23727
297,"A portrait of a man, standing on a city rooftop at dusk","A portrait of an old man, standing on a city rooftop at dusk",man,8274
298,"A portrait of a man, taking photos near an ancient garden wall","A portrait of an old man, taking photos near an ancient garden wall",man,39940
299,"A portrait of a man, walking past vintage cars on a narrow street","A portrait of an old man, walking past vintage cars on a narrow street",man,5463
300,"A portrait of a man, watching boats at the harbor during twilight","A portrait of an old man, watching boats at the harbor during twilight",man,42
301,"A portrait of a man, standing beside a street musician performing","A portrait of an old man, standing beside a street musician performing",man,42
302,"A portrait of a man, standing in a lantern-lit street at night","A portrait of an old man, standing in a lantern-lit street at night",man,42
303,"A portrait of a man, standing in a foggy alley","A portrait of an old man, standing in a foggy alley",man,42
304,"A portrait of a man, in dramatic low light with soft shadows","A portrait of an old man, in dramatic low light with soft shadows",man,42
305,"A portrait of a man, softly lit by natural daylight","A portrait of an old man, softly lit by natural daylight",man,42
306,"A portrait of a man, illuminated by streetlights at dusk","A portrait of an old man, illuminated by streetlights at dusk",man,42
307,"A portrait of a man, under elegant, cinematic lighting","A portrait of an old man, under elegant, cinematic lighting",man,42
308,"A portrait of a man, bathed in the soft glow of the morning","A portrait of an old man, bathed in the soft glow of the morning",man,42
309,"A portrait of a man, standing under golden hour sunlight","A portrait of an old man, standing under golden hour sunlight",man,42
310,"A portrait of a man, framed by window light from the side","A portrait of an old man, framed by window light from the side",man,42
311,"A portrait of a man, lit by neon lights in the evening","A portrait of an old man, lit by neon lights in the evening",man,42
312,"A portrait of a man, captured under soft candlelight","A portrait of an old man, captured under soft candlelight",man,42
313,"A portrait of a man, surrounded by warm indoor lighting","A portrait of an old man, surrounded by warm indoor lighting",man,42
314,"A portrait of a man, with sunlight filtering through curtains","A portrait of an old man, with sunlight filtering through curtains",man,42
315,"A portrait of a man, in diffused daylight by a frosted window","A portrait of an old man, in diffused daylight by a frosted window",man,42
